athlete_name,id,PR_seconds
"Coull, Jesse",4212877,933.7999992370605
"Cramer, Colin",6990572,896.4300003051758
"D'Aquila	, Robert",8326872,957.3499984741211
"Decicco, Nicholas",4076198,1155.039999961853
"Deogracias, Alan",7360415,859.3500003814697
"Eliason, Mac",8232580,954.6699981689453
"Espinoza, Derek",5965104,933.6599998474121
"Hansen, Trevor",8231325,1021.4900000095367
"Hogarty, Thomas",6444220,904.0500001907349
"Jachowski, Chris",4261800,986.6299991607666
"Jocis, Ugis",4673817,875.5499992370605
"Johnson, Colton",4165289,899.4599990844727
"Kier, Benjamin",2765931,959.8899993896484
"Lamberth, Chance",5997151,908.2799997329712
"Aberson, Benjamin",6469012,1084.4000000953674
"Balciunas, Luke",7031305,1010.560001373291
"Banuelos, Bryan",7599278,849.170000076294
"Barry, Nick",6424960,962.75
"Bekelcho , Gemechu",3817686,922.2700004577637
"Brady, Ryan",4983029,877.0099983215332
"Davis, Luke",8589644,955.9000015258789
"Dillenbeck, Alex",4988142,858.9300003051758
"Disher, Michael",1661549,867.7000007629395
"Frink, Bradley",2093411,893.5400009155273
"Gillooly, Ryan",6423634,892.7799987792969
"Hafner, James",3296973,1052.939998626709
"Hawes, Jack",7687117,861.6800003051758
"Hayslett, Austin",4064209,902.960000038147
"Huggins, Coleman",7915614,953.1599998474121
"Kaye, Andrew",7567688,885.810001373291
"Kirui, Gilbert",4981779,231.88999938964844
"Misenheimer, Camden",8898409,973.4399995803833
"Moran, Dylan",7900667,928.329999923706
"Peterson, Alan",3304596,870.4500007629395
"Pfaeffle, Mark",4076439,934.5
"Pompei, Phil",2185489,868.7000007629395
"Reyes, Alex",3487199,964.710000038147
"Roark, Dan",3149322,916.5900001525879
"Robinson Doggett, Garrett",8242007,990.7099990844727
"Ryan, Kevin",4982306,906.8800001144409
"Santos, Jason",2719315,888.2000007629395
"Tarpey, Dylan",5020146,877.0499992370605
"Tinsley, Frank",2134816,965.6900000572205
"Vance, Ethan",7891033,974.6599998474121
"Vega, Jared",4636695,933.0800018310547
"Vignali, Russell",3255333,924.8600006103516
"Walker, Cayden",8921149,897.9900016784668
"Zak, Parker",6918830,986.2999992370605
"Basler, Hayden",8614343,1014.9199981689453
"Bendtsen, Chris",3182000,837.4599990844727
"Boudouris, Eli",5642518,910.1000003814697
"Champagne, Tyler",2917503,1045.3700008392334
"Chappel, Devin",8586898,883.5900001525879
"De La Torre, Daniel",5151683,826.1399993896484
"Debuque, Henry",7923610,944.9500007629395
"Degen, George",3745671,885.2999992370605
"Devlin-Foltz, Sebi",3337544,943.0200004577637
"Edwards, Tommy",8608387,938.1300010681152
"Franke, Michael",1826122,953.8300018310547
"Giglia, Ryan",8915244,929.8999996185303
"Goldberg, Jacob",5994803,989.3799991607666
"Greene, Tyler",7912200,948.4700012207031
"Hartman, Zach",6449509,950.5099983215332
"Holowaty, Trevor",4986007,875.1800003051758
"Jones, Drew",6543022,1025.5500001907349
"Kemboi, Godfrey",5978746,890.8600006103516
"Kohout, Ryan",6446661,960.0900000035763
"Levenson, Zach",4058437,1105.3999996185303
"Lydy, Tim",3718782,983.8999996185303
"Maher, Nolan",6912731,975.2700004577637
"Massie, Nathan",8588899,907.1900000572205
"McCarthy, Henry",5697743,1058.2099990844727
"Murasmith, Noah",7891664,864.7000007629395
"Sinotte, Cory",2716611,892.5200004577637
"Sloan, Cooper",5125038,910.1099996566772
"Thompson, Keghan",8584554,954.1199989318848
"Bantle, Christopher",7975209,985.1399993896484
"Carothers, Eric",7392974,888.6599998474121
"Coleman, Matthew",7799623,920.2199993133545
"Devine , Alec",6881411,1006.0699996948242
"Evitt, Kyler",3419008,878.3199996948242
"Fredrickson, Kyle",6454018,1064.0099983215332
"Galvin, Matt",3607690,882.2900009155273
"Gilbane, Seth",3717746,1099.3500003814697
"Gowen, Teddy",8014334,931.3199996948242
"Kelly, Mathew",6488701,1175.6199989318848
"Laverty, Sean",5966137,886.939998626709
"Young, Micah",8600538,967.7699999809265
"Hernandez, Jonathan",6873155,957.1699981689453
"Billinson, Eric",3863942,976.8400001525879
"Birkeland, Adam",4109420,916.6399993896484
"Biwott, Michael",4170343,840.8899999856949
"Bradford, Bryson",6904266,959.2700004577637
"Campbell, Patrick",4176464,942.8400001525879
"Celio, Juan",7962302,1047.4799995422363
"Conlon, Kevin",7740513,855.4099998474121
"Cornwell, Alex",5960775,850.2299995422363
"Danner, Alec",6431728,851.0100002288818
"Darling, Albert",4069311,982.3799991607666
"Fortuna, Bradley",2752345,910.079999923706
"Ghali, Melika",4982471,877.8800010681152
"Hackenberry, Jacob",8243798,1010.3899993896484
"Hoffman, Jordan",4568560,956.2400016784668
"Holshouser, Anthony",4986614,926.9799995422363
"Lowry, Bradley",1621778,913.2200002670288
"Marshall, Augustus",7718524,869.7999992370605
"Moran, Ryan",3722344,936.1699981689453
"Newton, Luke",8317959,944.9700012207031
"O'Donovan, Desmond",5977258,924.6900005340576
"Ocana, Edgar",4064301,1087.7300000190735
"Perales, Jaime",5460509,913.5100002288818
"Rockett, Connor",5524275,914.8999996185303
"Sack, Josh",5584455,1099.3899993896484
"Santacoloma, Matt",7497806,897.1599998474121
"Savage, Andrew",4533934,929.7399997711182
"Scofield, Oliver",4174432,880.3300018310547
"Selby, Tristan",3188567,854.6499996185303
"Standley, Brian",8266544,958.9599990844727
"VanZant, Ethan",3486857,1028.880000114441
"Volk-Klos, Connor",7387348,872.6399993896484
"Washington, Caleb",6457234,874.5999984741211
"Watt, David",5960358,920.4300003051758
"Wechsler, Ethan",7698074,854.0200004577637
"Werth, Layton",5510565,900.1500000059605
"Abraham, Raymond",5963951,997.6300010681152
"Benoit, Max",4559895,871.6299991607666
"Billings, Ethan",7726237,926.420000076294
"Brinkmeier, Matthew",3485732,903.3199999332428
"Burkhardt, Glen",3749471,842.0899999141693
"Cheruiyot, Daniel",5003168,868.4799995422363
"Choi, Paul",7723496,982.0499992370605
"Cipolla, Nick",6881840,908.329999923706
"Curry, Graydon",1407797,886.939998626709
"Deaver, Jack",8254411,889.6100006103516
"Garcia, Jose",7906118,862.9599990844727
"Harvey, Daniel",7385838,988.1399993896484
"Hering, Landon",8905802,926.9300003051758
"Jaworski, Griffin",3703837,859.7700004577637
"Klausmeier, Josh",8905063,886.7099990844727
"Lapresi, Colby",3294135,929.4400005340576
"Miao, George",5020143,869.8199996948242
"Mullen, Patrick",7380984,851.5900001525879
"Pahl, Matthew",5495793,863.6800003051758
"Roberts, Simeon",4517263,884.1100006103516
"Shannon, Jack",2255983,904.539999961853
"Sheafer, Matthew",3867679,1066.9900016784668
"Tarsa, Nicholas",4635286,962.2300000190735
"Vaccaro, Mark",5956482,1060.7599983215332
"Zapotoczny, Justin",8944463,940.1300010681152
"van Schendel, Kyril",6870827,874.9500007629395
"Acosta, Joey",8607383,930.3799991607666
"Cluff, David",3255677,948.0200004577637
"Cruz, Pedro",6178138,894.439998626709
"Cummings, Calvin",8250206,896.1599998474121
"Demrose, Ian",5462923,1024.3600001335144
"Derrick, Mark",4088272,834.7099990844727
"Dodds, Spencer",6432509,867.829999923706
"Dudley, Kevin",5016894,1050.090000152588
"Evans, TJ",8898349,982.6299991607666
"Gidabuday, Sydney",4988606,819.939998626709
"Gillis, Brendan",4787535,1082.1400001049042
"Grove, Xavier",7895210,975.5299997329712
"Hanig, Jonah",4526588,888.310001373291
"Hildenbrand, Caden",8244622,894.5499992370605
"Horst, Logan",7486461,873.6399993896484
"Keiser, William",8625418,902.5199999809265
"Adkins , Mason",5956084,1087.119999885559
"Albert, Trevor",6441157,893.2200012207031
"Batio, Clay",8580630,923.5200004577637
"Benson, John",4529489,968.289999961853
"Blanton, Garrison",7708091,922.579999923706
"Brewer, Chas",8572208,954.1399993896484
"Carney-Knisely, Geoffrey",4985598,1013.8899993896484
"Celestino, Jerry",6542946,929.6800003051758
"Chirchir, John",4638181,894.689998626709
"Courtwright, Zane",7775606,892.9500007629395
"Cowley, Gabe",7745536,979.1499996185303
"Eagar, Brady",9010207,899.0200004577637
"Fleck, Jacob",4517362,1002.9599990844727
"Flitcraft, Dom",8624909,890.3800010681152
"Frazier, Michael",4635668,961.3700000047684
"Gates, Evan",2745558,944.4700012207031
"Gil-Jaurez, Jorge",4993574,895.2999992370605
"Greth, Zach",3721150,885.0999984741211
"Hanson, Erik",1760169,917.3500003814697
"Hoffman, Paul",2806202,918.2299995422363
"Hogan, Chris",7689944,946.9099998474121
"Holok, Drew",8378374,989.9699993133545
"Johnson, Blaine",7920730,954.689998626709
"Kiprono, Nicholas",3717683,928.5900001525879
"Lual, Garang",3226905,947.689998626709
"Marburger, Justin",2742221,979.5200004577637
"McGinty, Nathan",6945883,992.3899993896484
"Miller, Alec",4982290,895.4799995422363
"Monogue, Kevin",5582946,861.2700004577637
"Montano, Alejandro",3723932,852.9700002670288
"Moreton,  Robert",4090701,931.0100002288818
"Morrison, Ryan",5997821,923.7700004577637
"Mychajlonka, Ethan",6989986,896.6199989318848
"Padgett, Hayden",8596736,990.5
"Pendley, Isaac",8235220,892.0499992370605
"Philbin, Carson",7596801,1014.1199989318848
"Propp, Malte",7396817,831.8800010681152
"Puerta, Anthony",6901510,979.9300003051758
"Ross, Peter",6095240,983.2299995422363
"Rummerfield, Evan",4980570,1003.7999992370605
"Schneider, Michael",7891718,862.7399997711182
"Schweers, Dillon",6444020,984.0900001525879
"Shelley, Jack",6427023,920.4799995422363
"Sohail, Faraz",2219280,870.9699993133545
"Stitcher, Stephen",3313249,975.3400001525879
"Van Prooyen, Justin",7891655,917.3600006103516
"Vertiz, Daniel",4056749,860.4899997711182
"Vidal, Michael",3638011,870.8500003814697
"Vogel, Patrick",8265158,965.539999961853
"White, Eddie",4627473,993.5
"White, Hunter",7368832,835.0400009155273
"Abert, Colin",5461032,850.6599998474121
"Ahern, Brady",8226978,942.6399993896484
"Austin, Chase",8582921,886.9099998474121
"Batten, Jaxon",7727481,1111.9400005340576
"Chapa, Antonio",7147609,905.5599999427795
"Cooper, Wyatt",4542236,944.1800003051758
"Dsida, Matt",4057247,933.439998626709
"Fine, Andrew",2759487,882.689998626709
"Forstner, Sam",7387822,898.5699996948242
"Gutierrez, Tim",5678840,964.920000076294
"Hansen, Stephen",8630419,949.0299987792969
"Herbrand, Kyle",5030922,923.0400009155273
"Johnson, Jonathan",6894916,906.3000001907349
"Keen, Tyler",5480921,980.4099998474121
"Kelly, Chris",2811255,893.3699989318848
"Knobbe, Thomas",4529509,904.039999961853
"Lehmann, Josh",7888422,913.25
"Mandzyuk, Tim",6945879,961.9500000476837
"McWilliam, Tristan",8270826,907.9800000190735
"Moore, Henry",7973763,935.1500015258789
"Nakrin, Justin",3634927,965.289999961853
"Penn, Ian",3259513,943.1500015258789
"Prettyman, Troy",3339679,987.9899997711182
"Quillen, Philip",6419523,876.4700012207031
"Quinn, Sean",3225066,902.3800001144409
"Ramirez, Francisco",7898344,876.0900001525879
"Sanchez, Manny",6084812,1019.2900009155273
"Schiltz, Nick",8260488,1056.6399993896484
"Schlickenmeyer, Joshua",3299506,978.2000007629395
"Smith, Reece",7541307,830.7900009155273
"Spear, Tyler",5102359,871.5499992370605
"Stevens, Eric",3187075,949.25
"Tanner, Dylan",5166909,994.8899993896484
"Turner, Ethan",7727522,935.0999984741211
"Wargo, Chase",8261721,971.8900003433228
"Watts, Keaton",7692833,963.1300001144409
"Wefing, Corey",4999637,970.210000038147
"Woodard, Cameron",7395434,954.0699996948242
"Caputo, Michael",2689097,926.0499992370605
"Coley, Christian",7921453,883.4500007629395
"Creed, Blake",8613776,1034.579999923706
"Hardy, Deion",5079367,922.0499992370605
"Hierholzer, Jordan",8255586,951.0499992370605
"Jones, Tyler",5636090,872.0999984741211
"Armstrong, Chris",4536494,1030.9399995803833
"Brumfield, Jake",4991815,865.4500007629395
"Buck, Owen",6141046,910.6000003814697
"Cameron, James",2765206,831.8300018310547
"Cassiday, Ryan",8613815,918.4300003051758
"Coe, Ellis",3727474,936.2099990844727
"Corkedale, Tyler",2660468,860.0599994659424
"Custance, Mike",4370523,918.2099990844727
"Davis, Erik",4508776,969.2600002288818
"Ewert, Ben",6440731,884.7000007629395
"Ferguson, Julius",8266515,948.189998626709
"Franklin, Jack",6431730,880.310001373291
"Gates, Zach",2755383,869.3500003814697
"Heller, Mitch",3757346,931.329999923706
"Hlade, Alex",6873275,1060.090000152588
"Johns, Brady",8230220,1004.6399993896484
"Leitch, Mitch",5133811,880.4000015258789
"Limoh, Stanley",5959219,877.3899993896484
"Maddison, Aiden",7756702,879.2000007629395
"Martinez, Federico",2841334,961.5299999713898
"McVay, Reilly",7922346,896.4500007629395
"Metzdorff, Gus",4662924,957.1300010681152
"Miles, John",5513324,1006.0299987792969
"O'Connor , Palmer",8921150,961.6599999666214
"Perreira, Matthew",6533090,867.9500007629395
"Pierre, Brian",1687766,856.5
"Renteria, Cristobal",4153063,925.8400001525879
"Ross, Dustin",3241243,897.1599998474121
"Saldana, Alex",8920156,895.6300010681152
"Sickles, Travis",8235901,876.2799987792969
"Spahn, Patrick",4052998,917.4400005340576
"Strickland, Caden",8260226,896.2099990844727
"Thaler, Joey",7728936,938.2799987792969
"Trempe, Eric",7044747,998.75
"Vandiver, Joe",6614351,941.2700004577637
"Woodard, Scott",4077130,923.25
"Yackin, Cal",7369157,854.25
"Anderson, Miles",4509407,946.6100006103516
"Brecher, Doug",1234108,906.9699997901917
"Brown, Jake",4513881,889.9500007629395
"Conley, Christopher",4175232,969.6300001144409
"Cox, Ryan",6083230,889.7000007629395
"Damiani, Thomas",8240161,913.3199996948242
"Forys, Craig",1572301,832.1399993896484
"Goasdoue, Yosi",3262555,871.829999923706
"Irani, Arman",5471935,834.2000007629395
"Jutte, Matthew",5954764,1016.9500007629395
"Klimczak, Billy",3181115,904.3000001907349
"LaCour, Patrick",5577431,958.6300010681152
"Malleck, Foster",7363343,828.7999992370605
"Marszalek, Eli",8274243,910.420000076294
"McCarroll, Will",8264966,1066.689998626709
"McNiff, Ryan",1236905,868.420000076294
"Nielsen, Dan",3718359,893.2999992370605
"Perez, Reymundo",7917026,1075.1399993896484
"Proctor, Seth",3149708,847.1500000953674
"Saenz, Rich",7379013,868.8099994659424
"Sardar, Yaseen",8699949,939.5400009155273
"Smith, Eric",7984453,1029.4700002670288
"Smith, Neal",3272093,850.039999961853
"Southern, Brady",6871255,1010.9599990844727
"Wiles, Zach",3763119,881.6699981689453
"Ahmed, Ibrahim",4210035,853.7399997711182
"Alvarez, Stephen",5981467,894.2299995422363
"Antush, Maximilian",3833156,1017.3199996948242
"Baierl, Zachary",4205765,1073.7900009155273
"Boerigter, Tom",2744109,996.6500015258789
"Burr, Casey",7923562,866.6800003051758
"Cavan, Jack",8921425,977.4500007629395
"Childers, Bryce",6418200,970.5100002288818
"Courtright, Jared",3723804,913.8800001144409
"Crichlow, Garrett",4992543,905.8600001335144
"Delgato, Alex",5814058,1032.75
"Dunn, Nathan",7392346,840.3100000023842
"Graves, Joe",2660520,910.710000038147
"Hage, Hootie",8938534,924.0100002288818
"Hall, David",5994805,907.079999923706
"Hudson, Chris",4545716,1090.6800003051758
"Hughes, Joe",2752269,1110.079999923706
"Kirtner, Sam",2649880,896.9700012207031
"Chan, Jared",7371070,1016.7200012207031
"Parsons, George",4062177,834.6199989318848
"Baier, George",4722441,891.2700004577637
"Barton, Alex",5956165,941.8400001525879
"Bellow, Harry",6454405,919.2999992370605
"Bryant, Isaac",7688194,948.9799995422363
"Cain, James",7395671,925.8199996948242
"Carpio, Jhancarlos",7908384,902.8199999332428
"David, Joseph",3739440,937.75
"DeLaney, Christopher",2698544,911.3699998855591
"Delisle, Marc",4545391,968.2799997329712
"Deuschle, Tyler",6084335,918.8999996185303
"Every, Ben",8928059,944.8699989318848
"Fengler, Stephen",6885973,917.6000003814697
"Gironda, Alec",7860276,880.8499984741211
"Hedges, Ben",4527014,983.9300003051758
"Heredia, Jacob",8270330,865.3999996185303
"Hone, Austin",7730440,851.7600002288818
"Ihrke, Nick",7909197,903.2799999713898
"Jarrell, Blake",7385846,970.5900001525879
"Jones, Jesse",4125531,932.0900001525879
"Kindall, David",3212539,955.7799987792969
"Krystek, DJ",2792277,880.4900016784668
"Lenfest, Jarrod",3729510,915.210000038147
"Levy, Hunter",7480713,912.7399997711182
"Lindstrom, James",5455038,922.079999923706
"Maegaard, Mitchell",5654107,901.0800000429153
"Martin, Edward",4088345,1000.3199996948242
"McKenna, Tim",6906911,1003.5
"Moreano, Sebastian",6473465,996.5200004577637
"Morgan, Hunter",7734105,1059.5299987792969
"Mthembu, Kwanele",7730750,841.3700000047684
"Mulcaire, Kevin",6503606,845.0199999809265
"Oser, Caleb",7719207,951.8899993896484
"Polio, Willie",2266407,923.5499992370605
"Raefski, Nicholas",6420374,873.7000007629395
"Roth, Hayden",8780654,936.0499992370605
"Scavuzzo, William",7690649,957.3600006103516
"Schroeder, Michael",5050370,931.8999996185303
"Sleeman, Zachary",6976893,915.9700002670288
"Teague, Lawerence",3176020,1065.0
"Turner, Chris",8606628,923.1599998474121
"Vasquez, Allen",7887640,955.5400009155273
"Velasquez, Izak",4517541,931.2199993133545
"Albro, Nicholas",6894956,883.8699989318848
"Andino, Carlos",4990994,945.75
"Arevalos, Cesar",2351279,1060.310001373291
"Ashkettle, Ben",1651039,866.1800003051758
"Barajas, Mark",8929216,929.1100006103516
"Beasor, Colin",6456334,923.7800006866455
"Buekert, Kyle",4673961,946.9799995422363
"Butcher, Ben",7887353,862.7000007629395
"DeHaan, Will",6907041,899.310001373291
"Gauthier, Grant",5473855,959.9500007629395
"Goodell, Brian",7851805,881.9099998474121
"Hayward, Cal",3156189,988.0499992370605
"Jacobs, Jackson",7734225,915.5100002288818
"Johnson, Joel",3256083,969.0200004577637
"Kelly, Joe",3722338,955.0699996948242
"Kirwa, Brian",8899426,934.939998626709
"Maguire, Ryan",6995832,965.920000076294
"Matt-Navarro, Jorge",4551663,992.8199996948242
"McConnell, Andrew",8940679,913.9799995422363
"Medhaug, Blake",1138993,894.2900009155273
"Metzler, Caleb",8584605,1099.2199993133545
"Murphy, Shane",8906451,871.420000076294
"Njerakey, Naimbai",4565027,884.189998626709
"Onu, Michael",6458623,974.5600004196167
"Riggle, Aidan",8624428,898.9599990844727
"Salas, Daniel",4515891,859.4099998474121
"Somers, Lucas",3270194,978.3899993896484
"Victor, Kipkirui",5637637,903.8399999141693
"Vohs, Jaden",8243933,978.9599990844727
"Warmann, Jack",6911045,1090.960000038147
"Babinec, Michael",4290821,891.6199989318848
"Bliss, Luke",7746334,941.1500015258789
"Bobak, Alex",8582947,904.8499999046326
"Dean, Tullus",6422212,975.3500003814697
"Gilmartin, Tom",2695100,891.5400009155273
"Herlihy, Sean",4477187,974.3900003433228
"Kemmerer, Jesse",4231572,1026.659999847412
"Klein, Nick",5976379,969.670000076294
"Lambert, Luke",7893752,877.8300018310547
"Boe, Kyle",7929016,927.4899997711182
"Bowen, Zac",5110529,940.7000007629395
"Bowman, Henry",7393503,889.689998626709
"Chapman, Taylor",5126223,870.0300006866455
"Cherberg, Darion",3649195,982.4899997711182
"Cirrito, Jason",7912600,907.9899997711182
"Cox, Dalton",5497960,919.1299991607666
"Cruz, Romario",7886946,896.9900016784668
"Heckmann, Joel",3302087,1003.810001373291
"Hopkins, Daniel",7730015,881.689998626709
"Kachlik, Matthew",3735045,1043.6000003814697
"Karim, William",8233291,945.1100006103516
"Krieger, Austin",7760855,1099.1499996185303
"Lustig, Max",6544099,1005.1500015258789
"MacLean, Ian",4064302,939.5900001525879
"Mavrovic, Alex",3608109,885.6699981689453
"Michael, Zack",5960629,999.9300003051758
"Munoz, Cole",6979639,868.420000076294
"Nagpal, Abhinav",4535282,940.8600006103516
"Ofman, Raymond",3621788,890.5800018310547
"Popplewell, Austin",7913168,851.7399997711182
"Reed, Russell",4325881,934.7700004577637
"Ryan, Patrick",3237572,945.75
"Sanders, Mitchell",5459794,884.7299995422363
"Shumway, Micade",7722463,885.9099998474121
"Talbot, Matthew",8248818,1060.9700012207031
"Ten Fingers, Logan",4559281,1010.0999984741211
"Tockman, Kyle",4094466,908.9499998092651
"Willet, Kellan",4673898,1005.2200012207031
"Ables, Parker",7371260,902.9400000572205
"Anglea, Will",7891156,897.2400016784668
"Berlanga, Zane",4988062,940.7999992370605
"Bond, Tyler",8595052,1007.0800018310547
"Breeze, Remmington",6638760,881.4700012207031
"Burgess, Preston",6485749,987.7099990844727
"Daly, Patrick",6910095,945.2999992370605
"Doty, Tye",3797344,882.5699996948242
"Fitiao, Cuauhtemoc",8226929,878.810001373291
"Gabay, Austin",7704786,838.8400001525879
"Gilliam, Aaron",7023576,867.8400001525879
"Groff, Austin",3731429,975.2799997329712
"Hanson, Tyler",4543743,889.060001373291
"Haroldsen, Coen",6573575,886.7400016784668
"Haskett, Ry",7887193,926.7700004577637
"Hughes, Ashton",8612684,1008.2299995422363
"Ireland, Jake",7745450,913.8400001525879
"Janulaitis, Lukas",8483069,1202.4500000476837
"Leyva, Oscar",6874943,942.0200004577637
"McNair, Luke",6418483,862.5699996948242
"McNerney, Connor",6905091,995.7799987792969
"Morris, Graham",2644892,877.6300010681152
"Olenek, Thomas",6457300,946.3600006103516
"Pierantoni, Josh",6881110,832.6199989318848
"Power-Theisen, Charlie",8588390,899.9000015258789
"Rawerts, John",2254187,939.439998626709
"Thatcher, Tyler",6894234,1016.4700012207031
"Thayer, Trystan",7366359,915.8599996566772
"Tiwana, Jaiveer",8130482,855.8900003433228
"Todd, Mike",3730637,922.0
"Turvey, William",8593766,968.2799997329712
"Wagner, Chistopher",6892758,992.25
"Wiese, Jacob",5057498,1046.3999996185303
"Williams, Henry",7000241,897.4799995422363
"Winchel, Jason",5031015,880.0699996948242
"Abbatiello, Joseph",5095878,916.9899997711182
"Belville, Hunter",7731937,1064.6699981689453
"Blackmer, Brandon",5000294,1018.5
"Byers, Devon",7496265,983.0599994659424
"Cannon, Nathan",6086593,934.1100006103516
"Cave, Austen",8619032,960.839999973774
"Ciolek, Albert",3303761,1022.7300000190735
"Davis, Brett",7000198,885.8699989318848
"Duethman, Erik",5014845,922.75
"Fletcher, Caleb",7898762,1111.2000007629395
"Hayes, Tyler",7886736,929.9300003051758
"James, John",5993526,1049.159999847412
"Kent, Andrew",5958356,808.2800006866455
"Awad, Thomas",4059586,813.2900009155273
"Batt, Zack",5660048,923.7900009155273
"Cassidy, Cortland",6084954,982.2800006866455
"Clark, Jimmy",4538162,964.1399998664856
"Dietz, Cormac",7387959,956.939998626709
"Fresenko, Nick",3273973,895.3499984741211
"Gibson, Derek",5675587,904.6799998283386
"Gilo , Wimachmorr",8234477,933.5099983215332
"Greenseich, Colin",4996162,913.6899995803833
"Harris, Grayson",7911884,1006.189998626709
"Hentschel, Zach",7701897,919.2299995422363
"Hill, Bryan",7381852,977.8600006103516
"Kellher, Michael",3253649,956.3300018310547
"Kramer, Alex",4636259,867.6499996185303
"Makuvire, Bradley",7726166,832.8800010681152
"Maldonado, Abram",7727485,953.8800010681152
"Matt, Sebastian",4052727,884.3400001525879
"Mayday, Michael",1240935,988.0
"Milburn, David",7399577,934.25
"Miller, Mike",4223071,921.8999996185303
"Miranda, Carlos",4665548,865.420000076294
"Murphy, Craig",2756318,848.3999996185303
"Neal, Trevor",6420413,1064.590000152588
"Patel, Gopal",8586885,996.5800018310547
"Spevacek, Steven",3903246,865.2900009155273
"Thomas, Kevin",4061636,840.5299999713898
"Timmons, Andrew",4988782,916.8600006103516
"Valle, Gary",7365984,930.7399997711182
"Vicary, Sebastien",7898679,898.4300003051758
"Vreeland, Mickey",7908396,919.3099994659424
"Walshak, Ken",3156519,561.5200004577637
"West, Jordan",4515950,883.8699989318848
"Yanez, Brian",5957290,962.2799999713898
"Yuen, Michael",3232956,1005.3199996948242
"Bowers, Jason",8364516,867.1900005340576
"Carmack, Curtis",5461106,932.7200012207031
"Ceraso, Nicholas",7728979,991.7600002288818
"Cruickshank, Rowan",4995687,1036.6399993896484
"Davis, Bryce",7729438,881.4799995422363
"Edwards, Sam",8974905,998.2999992370605
"Eustance, Tyler",3699233,894.7599983215332
"Flannery, Sean",4061875,1096.2700004577637
"Fulk, Kyle",6422178,913.8400001525879
"Gaddis, Luke",7892434,885.3499984741211
"Griffith, Ryan",6618364,1033.909999847412
"Hamacher, Jake",7687321,921.170000076294
"Herbst, Nathan",7904957,892.7299995422363
"Jackson, Connor",8264473,941.4599990844727
"Jones, Peyton",8604493,1034.4499998092651
"Kacyon, Matthew",3649583,866.670000076294
"Kellett, Luke",6095361,960.0599999986589
"Knight, Justyn",5111450,797.5100002288818
"LaMirande, Trevor",7736901,923.670000076294
"McDonald, Mason",7385289,895.1699981689453
"Nakajima, Hiroshi",5032950,970.7299995422363
"Neiva, Victor",7704881,869.4400005340576
"Newkirk, Brian",5467884,895.4700012207031
"Price, Ted",3276413,901.2599999904633
"Rassmussen, Gage",7699269,981.3999996185303
"Rothschild, Ari",3792390,908.460000038147
"Siebenhaar, Mason",8267906,912.8999996185303
"Smith , Samuel",5007563,989.8099994659424
"Sogal, Mihira",7374206,948.7599983215332
"Spalding, Tony",4077097,945.9799995422363
"Stocks, Silas",5482293,1036.1499996185303
"Stoddard, Joseph",8580651,856.4500007629395
"Tucker, Hunter",6542629,977.6900005340576
"Verner-Crist, Dylan",4170616,928.1200008392334
"Wintheiser, Grant",3761389,859.2199993133545
"Acosta, Isaac",6420927,906.4499998092651
"Aden, Jonah",8671424,930.3799991607666
"Barnicle, Chris",2258183,816.0200004577637
"Bruch, Patrick",6414943,934.4700012207031
"Campbell, Matthew",6208332,1060.2299995422363
"Carey, Joe",3640439,955.25
"Carlson, Mark",7919106,1006.5499992370605
"Clark, Greg",3260985,889.7000007629395
"Cuevas, Santiago",7739948,1011.2599983215332
"DeHarte, Shelley",4994720,989.1299991607666
"Duncan, Alex",4213437,977.5599994659424
"Edelman, Nate",1658727,846.0
"Hopely, Mark",1790832,916.7000007629395
"Infante-Rosales, Jose",6472112,1115.2099990844727
"Jancsarics, Christian",7791532,974.8800001144409
"Kilby, Alex",8904954,869.1200008392334
"Lakritz, Jason",2763739,911.1599998474121
"Tate, Mike",4551005,814.2799987792969
"Allegro, Joseph",8241489,977.8899993896484
"Anderson, John",5978605,1098.5499992370605
"Berge, Matthew",8970065,987.6900005340576
"Boone, Zach",5767048,925.7800006866455
"Burger, Hannes",6880234,831.8600006103516
"Butzow, Andy",6421492,1011.0900001525879
"Cancilla, Paul",4050441,945.810001373291
"Chapa, Antonio",8235481,917.6100006103516
"Colley, Andrew",2749678,824.7900009155273
"Dugenet, Marc",7918922,949.560001373291
"Goyette, Hayden",7910664,1034.789999961853
"Hay, Matthew",6904653,1161.5400009155273
"Hughes, Ryan",4980425,873.3199996948242
"Jenkins, Jacob",6429250,948.7200012207031
"Lewandowski, Evan",4083824,873.6800003051758
"Masterson, Reid",6536656,874.7999992370605
"Matuszak, KJ",4083822,912.9700002670288
"McCoy, Eamon",5459791,941.4300003051758
"McDonnell, Thomas",7911563,880.560001373291
"McGuire, Caleb",4069692,1005.6500015258789
"Mecheso, Girma",2765035,814.8300018310547
"O'Connor, Sean",5491250,871.7399997711182
"Orengo, Jack",7407022,1015.9300003051758
"Poehling, Cory",3755626,1045.7800006866455
"Rasmussen, Christian",7989267,1187.7299995422363
"Robertson, Brendan",4046770,872.5400009155273
"Rose, Alexander",3272298,839.0699996948242
"Rupp, Solomon",6422510,1034.9700002670288
"Ruppe, Cameron",4982232,939.1500015258789
"Seaver, Jack",1600721,927.8799991607666
"Stanley, Jake",8588246,965.7199997901917
"Swanson, Matt",4558261,1005.7799987792969
"Tu, Cameron",5114337,875.3899993896484
