,athlete_link,athlete_name,meet_date,rank,team_link,team_name,time,year
890,https://tf.tfrrs.org/athletes/2765285/Washington/Bryan_Tibaduiza,"Tibaduiza, Bryan","Jan 29, 2010",68,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,15:25.66,
891,https://tf.tfrrs.org/athletes/2803120/USC/John_Carley,"Carley, John","May 1, 2010",69,https://tf.tfrrs.org/teams/tf/CA_college_m_USC.html,USC,15:34.38,FR-1
892,https://tf.tfrrs.org/athletes/2384811/USC/Tony_Martinez,"Martinez, Tony","Apr 10, 2010",70,https://tf.tfrrs.org/teams/tf/CA_college_m_USC.html,USC,15:36.13,SR
893,https://tf.tfrrs.org/athletes/2884507/California_CA/James_Slater,"Slater, James","Apr 23, 2010",71,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,15:53.28,
894,https://tf.tfrrs.org/athletes/2314664/USC/Rick_Davey,"Davey, Rick","May 1, 2010",72,https://tf.tfrrs.org/teams/tf/CA_college_m_USC.html,USC,16:00.11,SR
895,https://tf.tfrrs.org/athletes/2217074/Lehman/Irfan_Anwar,"Anwar, Irfan","Apr 17, 2010",1,https://tf.tfrrs.org/teams/tf/NY_college_m_Lehman.html,Lehman,16:55.19,SR-4
896,https://tf.tfrrs.org/athletes/1718414/York_NY/Kenny_Jacquet,"Jacquet, Kenny","May 2, 2010",2,https://tf.tfrrs.org/teams/tf/NY_college_m_York_NY.html,York (N.Y.),17:10.01,JR-3
897,https://tf.tfrrs.org/athletes/2226108/CCNY/Sergio_Soto,"Soto, Sergio","Apr 3, 2010",3,https://tf.tfrrs.org/teams/tf/NY_college_m_CCNY.html,CCNY,17:11.84,JR-3
898,https://tf.tfrrs.org/athletes/2828242/Hunter/Joseph_Papa,"Papa, Joseph","Apr 10, 2010",4,https://tf.tfrrs.org/teams/tf/NY_college_m_Hunter.html,Hunter,17:13.69,
899,https://tf.tfrrs.org/athletes/2757991/City_Tech/Alexander_Arslan,"Arslan, Alexander","May 2, 2010",5,https://tf.tfrrs.org/teams/tf/NY_college_m_City_Tech.html,City Tech,17:54.32,FR-1
900,https://tf.tfrrs.org/athletes/2828241/Hunter/Jose_Miranda,"Miranda, Jose","Mar 20, 2010",6,https://tf.tfrrs.org/teams/tf/NY_college_m_Hunter.html,Hunter,17:56.90,
901,https://tf.tfrrs.org/athletes/2788099/CCNY/Zisan_Kashem,"Kashem, Zisan","May 2, 2010",7,https://tf.tfrrs.org/teams/tf/NY_college_m_CCNY.html,CCNY,18:27.01,FR-1
902,https://tf.tfrrs.org/athletes/2437181/Hunter/Gem_Alegre,"Alegre, Gem","Apr 10, 2010",8,https://tf.tfrrs.org/teams/tf/NY_college_m_Hunter.html,Hunter,18:33.12,JR-3
903,https://tf.tfrrs.org/athletes/1673801/Kingsborough_CC/Derrick_Davis,"Davis, Derrick","Mar 20, 2010",9,https://tf.tfrrs.org/teams/tf/NY_jcollege_m_Kingsborough_CC.html,Kingsborough CC,18:50.48,FR
904,https://tf.tfrrs.org/athletes/3770590/Hunter/Jeffrey_Castano,"Castano, Jeffrey","Apr 10, 2010",10,https://tf.tfrrs.org/teams/tf/NY_college_m_Hunter.html,Hunter,19:15.13,SO-2
905,https://tf.tfrrs.org/athletes/2196535/Queensborough_CC/Yorki_Munoz,"Munoz, Yorki","Mar 20, 2010",11,https://tf.tfrrs.org/teams/tf/NY_jcollege_m_Queensborough_CC.html,Queensborough CC,19:27.08,SO
906,https://tf.tfrrs.org/athletes/2767597/Queensborough_CC/Jerry_Francois,"Francois, Jerry","Apr 3, 2010",12,https://tf.tfrrs.org/teams/tf/NY_jcollege_m_Queensborough_CC.html,Queensborough CC,19:32.01,FR
907,https://tf.tfrrs.org/athletes/3001911/Hunter/Andrew_Wong,"Wong, Andrew","Apr 18, 2010",13,https://tf.tfrrs.org/teams/tf/NY_college_m_Hunter.html,Hunter,19:53.71,SO-2
908,https://tf.tfrrs.org/athletes/2241493/CCNY/Eric_Persaud,"Persaud, Eric","Apr 25, 2010",14,https://tf.tfrrs.org/teams/tf/NY_college_m_CCNY.html,CCNY,20:16.02,JR
909,https://tf.tfrrs.org/athletes/2564666/Staten_Island/Dean_Kunjravia,"Kunjravia, Dean","Apr 3, 2010",15,https://tf.tfrrs.org/teams/tf/NY_college_m_Staten_Island.html,Staten Island,20:25.52,SR
