,athlete_link,athlete_name,meet_date,rank,team_link,team_name,time,year
767,https://tf.tfrrs.org/athletes/4515990/Kansas_Wesleyan/Garrett_Young,"Young, Garrett","Mar 27, 2015",39,https://tf.tfrrs.org/teams/tf/KS_college_m_Kansas_Wesleyan.html,Kansas Wesleyan,16:55.81,SO-2
768,https://tf.tfrrs.org/athletes/4595866/Sterling/Isaac_Barnhart,"Barnhart, Isaac","Apr 2, 2015",40,https://tf.tfrrs.org/teams/tf/KS_college_m_Sterling.html,Sterling,16:57.97,SO-2
769,https://tf.tfrrs.org/athletes/4527901/Southwestern_KS/Devin_Hlavenka,"Hlavenka, Devin","Apr 18, 2015",41,https://tf.tfrrs.org/teams/tf/KS_college_m_Southwestern_KS.html,Southwestern (Kan.),16:58.51,SO-2
770,https://tf.tfrrs.org/athletes/5115524/Friends/Joseph__Newman,"Newman, Joseph","May 1, 2015",42,https://tf.tfrrs.org/teams/tf/KS_college_m_Friends.html,Friends,17:09.05,FR-1
771,https://tf.tfrrs.org/athletes/5115515/Friends/Thes_Kascsak,"Kascsak, Thes","Apr 4, 2015",43,https://tf.tfrrs.org/teams/tf/KS_college_m_Friends.html,Friends,17:12.21,FR-1
772,https://tf.tfrrs.org/athletes/4564173/Ottawa/Dallas_Gloss,"Gloss, Dallas","Apr 4, 2015",44,https://tf.tfrrs.org/teams/tf/KS_college_m_Ottawa.html,Ottawa,17:20.27,SO-2
773,https://tf.tfrrs.org/athletes/4115947/Bethel_KS/Laird_Goertzen,"Goertzen, Laird","Apr 8, 2015",45,https://tf.tfrrs.org/teams/tf/KS_college_m_Bethel_KS.html,Bethel (Kan.),17:21.15,JR-3
774,https://tf.tfrrs.org/athletes/5009090/Friends/Jacob_Newman,"Newman, Jacob","Apr 8, 2015",46,https://tf.tfrrs.org/teams/tf/KS_college_m_Friends.html,Friends,17:26.45,FR-1
775,https://tf.tfrrs.org/athletes/5036950/StMary-KS/Kyle_Buske,"Buske, Kyle","Apr 10, 2015",47,https://tf.tfrrs.org/teams/tf/KS_college_m_StMary-KS.html,St. Mary (Kan.),17:40.12,JR-3
776,https://tf.tfrrs.org/athletes/4998206/Southwestern_KS/Zachery_Lagunas,"Lagunas, Zachery","May 1, 2015",48,https://tf.tfrrs.org/teams/tf/KS_college_m_Southwestern_KS.html,Southwestern (Kan.),17:42.08,FR-1
777,https://tf.tfrrs.org/athletes/5071966/Bethany_KS/Ivan__Perez,"Perez, Ivan","May 1, 2015",49,https://tf.tfrrs.org/teams/tf/KS_college_m_Bethany_KS.html,Bethany (Kan.),17:53.21,FR-1
778,https://tf.tfrrs.org/athletes/5072602/McPherson/Jonathan_Dominguez,"Dominguez, Jonathan","Mar 27, 2015",50,https://tf.tfrrs.org/teams/tf/KS_college_m_McPherson.html,McPherson,17:53.71,FR-1
779,https://tf.tfrrs.org/athletes/3243978/Sterling/Jared_Reimer,"Reimer, Jared","Apr 2, 2015",51,https://tf.tfrrs.org/teams/tf/KS_college_m_Sterling.html,Sterling,17:58.90,SR-4
780,https://tf.tfrrs.org/athletes/5072605/McPherson/Miguel_Luna-Sanchez,"Luna-Sanchez, Miguel","Mar 27, 2015",52,https://tf.tfrrs.org/teams/tf/KS_college_m_McPherson.html,McPherson,18:14.72,JR-3
781,https://tf.tfrrs.org/athletes/3680453/Southwestern_KS/David_Leonard,"Leonard, David","Mar 28, 2015",53,https://tf.tfrrs.org/teams/tf/KS_college_m_Southwestern_KS.html,Southwestern (Kan.),18:30.80,SR-4
782,https://tf.tfrrs.org/athletes/4156120/Sterling/Josh_Williams,"Williams, Josh","Mar 12, 2015",54,https://tf.tfrrs.org/teams/tf/KS_college_m_Sterling.html,Sterling,21:42.00,JR-3
783,https://tf.tfrrs.org/athletes/2823169/Eastern_Kentucky/Soufiane_Bouchikhi,"Bouchikhi, Soufiane","Apr 20, 2010",1,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,14:01.71,
784,https://tf.tfrrs.org/athletes/2851769/Eastern_Kentucky/Joseph_Maina,"Maina, Joseph","May 14, 2010",2,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,14:12.49,SR-4
785,https://tf.tfrrs.org/athletes/2274296/Eastern_Kentucky/David_Mutuse,"Mutuse, David","Apr 20, 2010",3,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,14:40.71,JR-3
786,https://tf.tfrrs.org/athletes/1173830/Morehead_State/Josh_Wakeman,"Wakeman, Josh","Apr 3, 2010",4,https://tf.tfrrs.org/teams/tf/KY_college_m_Morehead_State.html,Morehead State,14:55.61,JR-3
787,https://tf.tfrrs.org/athletes/1693795/SE_Missouri/Jason_Lumpkin,"Lumpkin, Jason","Mar 25, 2010",5,https://tf.tfrrs.org/teams/tf/MO_college_m_SE_Missouri.html,SE Missouri,15:02.68,JR-3
788,https://tf.tfrrs.org/athletes/1173828/Morehead_State/Ron_Duncan,"Duncan, Ron","Apr 3, 2010",6,https://tf.tfrrs.org/teams/tf/KY_college_m_Morehead_State.html,Morehead State,15:09.39,SR-4
789,https://tf.tfrrs.org/athletes/2742668/Tennessee_Martin/Justin_Cacaro,"Cacaro, Justin","Mar 5, 2010",7,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,15:10.92,JR
790,https://tf.tfrrs.org/athletes/2250220/Eastern_Illinois/Matt_Feldhake,"Feldhake, Matt","Mar 27, 2010",8,https://tf.tfrrs.org/teams/tf/IL_college_m_Eastern_Illinois.html,Eastern Illinois,15:12.12,SR
791,https://tf.tfrrs.org/athletes/1693794/SE_Missouri/Chris_Loseman,"Loseman, Chris","Apr 10, 2010",9,https://tf.tfrrs.org/teams/tf/MO_college_m_SE_Missouri.html,SE Missouri,15:17.98,SR
792,https://tf.tfrrs.org/athletes/1741067/Eastern_Illinois/Matt_Dettloff,"Dettloff, Matt","Mar 27, 2010",10,https://tf.tfrrs.org/teams/tf/IL_college_m_Eastern_Illinois.html,Eastern Illinois,15:24.92,JR-3
793,https://tf.tfrrs.org/athletes/1766013/Tennessee_Tech/Peter_Woerner,"Woerner, Peter","Apr 16, 2010",11,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,15:25.65,SR-4
794,https://tf.tfrrs.org/athletes/2752346/Eastern_Kentucky/Daniel_Jones,"Jones, Daniel","Mar 26, 2010",12,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,15:26.68,
795,https://tf.tfrrs.org/athletes/2274298/Eastern_Kentucky/Chris_Rice,"Rice, Chris","Apr 7, 2010",13,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,15:31.58,SR
796,https://tf.tfrrs.org/athletes/2274289/Eastern_Kentucky/Alex_Dreyer,"Dreyer, Alex","Apr 10, 2010",14,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,15:31.67,SR
797,https://tf.tfrrs.org/athletes/2127622/Eastern_Illinois/Connor_Kustief,"Kustief, Connor","Apr 10, 2010",15,https://tf.tfrrs.org/teams/tf/IL_college_m_Eastern_Illinois.html,Eastern Illinois,15:35.29 h,SO-2
798,https://tf.tfrrs.org/athletes/2752345/Eastern_Kentucky/Bradley_Fortuna,"Fortuna, Bradley","Apr 3, 2010",16,https://tf.tfrrs.org/teams/tf/KY_college_m_Eastern_Kentucky.html,Eastern Kentucky,15:37.45,
799,https://tf.tfrrs.org/athletes/1617185/SE_Missouri/Cody_Martin,"Martin, Cody","Apr 10, 2010",17,https://tf.tfrrs.org/teams/tf/MO_college_m_SE_Missouri.html,SE Missouri,15:39.80,JR-3
800,https://tf.tfrrs.org/athletes/2243239/SIU_Edwardsville/Marc_Amarillas,"Amarillas, Marc","Mar 27, 2010",18,https://tf.tfrrs.org/teams/tf/IL_college_m_SIU_Edwardsville.html,SIU-Edwardsville,15:42.12,SR
801,https://tf.tfrrs.org/athletes/1173827/Morehead_State/Matt_Dotson,"Dotson, Matt","Apr 9, 2010",19,https://tf.tfrrs.org/teams/tf/KY_college_m_Morehead_State.html,Morehead State,15:47.70,JR-3
802,https://tf.tfrrs.org/athletes/1586579/Eastern_Illinois/Brad_LaRocque,"LaRocque, Brad","Apr 17, 2010",20,https://tf.tfrrs.org/teams/tf/IL_college_m_Eastern_Illinois.html,Eastern Illinois,15:48.60,SR
803,https://tf.tfrrs.org/athletes/2752912/SE_Missouri/Tyler_Mullen,"Mullen, Tyler","Apr 2, 2010",21,https://tf.tfrrs.org/teams/tf/MO_college_m_SE_Missouri.html,SE Missouri,15:51.04,
804,https://tf.tfrrs.org/athletes/2820017/Tennessee_Tech/Chris_Bishop,"Bishop, Chris","Apr 16, 2010",22,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,15:54.95,FR-1
805,https://tf.tfrrs.org/athletes/2763024/SIU_Edwardsville/Aaron_Werths,"Werths, Aaron","Mar 27, 2010",23,https://tf.tfrrs.org/teams/tf/IL_college_m_SIU_Edwardsville.html,SIU-Edwardsville,15:55.79,
806,https://tf.tfrrs.org/athletes/2841968/Tennessee_Martin/Tallon_Scott,"Scott, Tallon","Apr 16, 2010",24,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,15:56.61,FR
807,https://tf.tfrrs.org/athletes/2644887/Eastern_Illinois/Harrison_Bueno,"Bueno, Harrison","Apr 24, 2010",25,https://tf.tfrrs.org/teams/tf/IL_college_m_Eastern_Illinois.html,Eastern Illinois,15:57.33,SO-2
808,https://tf.tfrrs.org/athletes/1237380/SIU_Edwardsville/Sean_Gosewisch,"Gosewisch, Sean","Apr 24, 2010",26,https://tf.tfrrs.org/teams/tf/IL_college_m_SIU_Edwardsville.html,SIU-Edwardsville,16:00.58,SR-4
809,https://tf.tfrrs.org/athletes/1262025/Tennessee_Tech/Joseph_Delorenzo,"Delorenzo, Joseph","Apr 16, 2010",27,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,16:03.38,SR-4
810,https://tf.tfrrs.org/athletes/1737981/Morehead_State/Michael_Settles,"Settles, Michael","Apr 9, 2010",28,https://tf.tfrrs.org/teams/tf/KY_college_m_Morehead_State.html,Morehead State,16:10.92,SR
811,https://tf.tfrrs.org/athletes/2841964/Tennessee_Martin/Jimmy_Watkins-Lynch,"Watkins-Lynch, Jimmy","Mar 5, 2010",29,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,16:20.32,SO-2
812,https://tf.tfrrs.org/athletes/1262027/Tennessee_Tech/Jarrad_Read,"Read, Jarrad","Apr 16, 2010",30,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,16:20.68,SR-4
813,https://tf.tfrrs.org/athletes/1766012/Tennessee_Tech/Sam_Taylor,"Taylor, Sam","Mar 27, 2010",31,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,16:24.22,JR-3
814,https://tf.tfrrs.org/athletes/1108518/Eastern_Illinois/Eric_Pedersen,"Pedersen, Eric","Mar 27, 2010",32,https://tf.tfrrs.org/teams/tf/IL_college_m_Eastern_Illinois.html,Eastern Illinois,16:24.73,SR-4
815,https://tf.tfrrs.org/athletes/2841966/Tennessee_Martin/Matthew_Holmes,"Holmes, Matthew","Mar 5, 2010",33,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,16:42.22,FR-1
816,https://tf.tfrrs.org/athletes/3474771/Murray_State/Derek_Perry,"Perry, Derek","Apr 2, 2010",34,https://tf.tfrrs.org/teams/tf/KY_college_m_Murray_State.html,Murray State,16:42.42,FR-1
817,https://tf.tfrrs.org/athletes/2841969/Tennessee_Martin/Benjamin_Sparks,"Sparks, Benjamin","Mar 5, 2010",35,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,16:47.09,FR-1
818,https://tf.tfrrs.org/athletes/1766011/Tennessee_Tech/Ben_Shassere,"Shassere, Ben","Mar 27, 2010",36,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,16:53.97,JR-3
819,https://tf.tfrrs.org/athletes/2389409/Tennessee_Tech/Daniel_Francis,"Francis, Daniel","Apr 16, 2010",37,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,16:58.76,SO-2
820,https://tf.tfrrs.org/athletes/2341822/Tennessee_Martin/Cody_Lemmons,"Lemmons, Cody","Mar 5, 2010",38,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,17:09.94,SO-2
821,https://tf.tfrrs.org/athletes/1837894/Tennessee_Martin/Cannon_Smalley,"Smalley, Cannon","Mar 5, 2010",39,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Martin.html,Tennessee-Martin,17:17.12,JR
822,https://tf.tfrrs.org/athletes/2820018/Tennessee_Tech/Steven_Bretz,"Bretz, Steven","Apr 16, 2010",40,https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_Tech.html,Tennessee Tech,18:03.41,FR-1
823,https://tf.tfrrs.org/athletes/2246222/Arizona_State/Brandon_Bethke,"Bethke, Brandon","Apr 15, 2010",1,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,13:27.83,SR-4
824,https://tf.tfrrs.org/athletes/1722305/Stanford/Elliott_Heath,"Heath, Elliott","Apr 15, 2010",2,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,13:29.75,SR
825,https://tf.tfrrs.org/athletes/2176781/Stanford/Chris_Derrick,"Derrick, Chris","Apr 15, 2010",3,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,13:31.67,SO-2
826,https://tf.tfrrs.org/athletes/1969624/Oregon/Jordan_McNamara,"McNamara, Jordan","Mar 26, 2010",4,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,13:45.45,SR-4
827,https://tf.tfrrs.org/athletes/1128374/Oregon/A.J._Acosta,"Acosta, A.J.","May 15, 2010",5,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,13:46.87,JR-3
828,https://tf.tfrrs.org/athletes/1574791/Oregon/Matthew_Centrowitz,"Centrowitz, Matthew","Mar 26, 2010",6,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,13:47.73,JR
829,https://tf.tfrrs.org/athletes/1186045/California_CA/Michael_Coe,"Coe, Michael","May 15, 2010",7,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,13:48.64,JR-3
830,https://tf.tfrrs.org/athletes/1722307/Stanford/Jake_Riley,"Riley, Jake","May 1, 2010",8,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,13:48.65,SR
831,https://tf.tfrrs.org/athletes/1431144/Washington/Colton_Tully-Doyle,"Tully-Doyle, Colton","Feb 26, 2010",9,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,13:48.86,JR-3
832,https://tf.tfrrs.org/athletes/2147039/Oregon/Luke_Puskedra,"Puskedra, Luke","Feb 12, 2010",10,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,13:50.87,SR
833,https://tf.tfrrs.org/athletes/2900848/Oregon/Michael_Maag,"Maag, Michael","Mar 26, 2010",11,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,13:51.35,SR-4
834,https://tf.tfrrs.org/athletes/1722309/Stanford/John_Sullivan,"Sullivan, John","Apr 15, 2010",12,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,13:54.10,JR-3
835,https://tf.tfrrs.org/athletes/2265373/Arizona/Mohamud_Ige,"Ige, Mohamud","Apr 15, 2010",13,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona.html,Arizona,13:55.56,SR
836,https://tf.tfrrs.org/athletes/1722308/Stanford/Brendan_Gregg,"Gregg, Brendan","May 1, 2010",14,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,13:56.89,SR
837,https://tf.tfrrs.org/athletes/1431143/Washington/Jake_Schmitt,"Schmitt, Jake","Apr 23, 2010",15,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,13:59.26,SR-4
838,https://tf.tfrrs.org/athletes/2679993/Arizona_State/Zeke_Van_Patten,"Van Patten, Zeke","Apr 15, 2010",16,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:00.21,SR
839,https://tf.tfrrs.org/athletes/1930683/California_CA/Steve_Sodaro,"Sodaro, Steve","May 1, 2010",17,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:01.06,JR-3
840,https://tf.tfrrs.org/athletes/1734529/California_CA/Kari_Karlsson,"Karlsson, Kari","Mar 26, 2010",18,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:01.99,JR-3
841,https://tf.tfrrs.org/athletes/1307636/UCLA/Marco_Anzures,"Anzures, Marco","Feb 26, 2010",19,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:03.58,SR-4
842,https://tf.tfrrs.org/athletes/1273461/Arizona_State/Jeff_Helmer,"Helmer, Jeff","Apr 15, 2010",20,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:04.44,JR-3
843,https://tf.tfrrs.org/athletes/2176787/Stanford/Miles_Unterreiner,"Unterreiner, Miles","Feb 26, 2010",21,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,14:06.37,SO-2
844,https://tf.tfrrs.org/athletes/1893627/Washington/Jordan_Swarthout,"Swarthout, Jordan","Apr 10, 2010",22,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,14:08.29,JR-3
845,https://tf.tfrrs.org/athletes/2134718/Washington_State/Jono_Lafler,"Lafler, Jono","May 15, 2010",23,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington_State.html,Washington St.,14:09.08,SR
846,https://tf.tfrrs.org/athletes/2176783/Stanford/Benjamin_Johnson,"Johnson, Benjamin","Mar 26, 2010",24,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,14:09.89,SO-2
847,https://tf.tfrrs.org/athletes/1307639/UCLA/Alex_Crabill,"Crabill, Alex","Apr 17, 2010",25,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:11.57,SR
848,https://tf.tfrrs.org/athletes/1128434/Oregon/Danny_Mercado,"Mercado, Danny","Mar 26, 2010",26,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:14.23,SR
849,https://tf.tfrrs.org/athletes/1582585/Arizona_State/Daniel_Lovell,"Lovell, Daniel","Apr 15, 2010",27,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:17.57,JR
850,https://tf.tfrrs.org/athletes/1833888/UCLA/Kent_Morikawa,"Morikawa, Kent","Apr 17, 2010",28,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:17.83,SR
851,https://tf.tfrrs.org/athletes/1691560/Washington/Max_O'Donoghue-McDonald,"O'Donoghue-McDonald, Max","Apr 23, 2010",29,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,14:21.73,SO-2
852,https://tf.tfrrs.org/athletes/557693/Oregon/Scott_Wall,"Wall, Scott","Feb 12, 2010",30,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:23.18,SR-4
853,https://tf.tfrrs.org/athletes/1130378/Washington_State/Dan_Geib,"Geib, Dan","Jan 29, 2010",31,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington_State.html,Washington St.,14:24.39,JR-3
854,https://tf.tfrrs.org/athletes/1128381/Oregon/Kenny_Klotz,"Klotz, Kenny","Feb 26, 2010",32,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:24.49,SR
855,https://tf.tfrrs.org/athletes/1283080/Arizona_State/Ben_Engelhardt,"Engelhardt, Ben","Feb 26, 2010",33,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:24.54,SR
856,https://tf.tfrrs.org/athletes/2685091/Oregon/Ben_DeJarnette,"DeJarnette, Ben","Apr 30, 2010",34,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:26.47,SR
857,https://tf.tfrrs.org/athletes/753280/California_CA/Mark_Matusak,"Matusak, Mark","May 1, 2010",35,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:26.71,SR-4
858,https://tf.tfrrs.org/athletes/2147040/Oregon/Bryce_Burgess,"Burgess, Bryce","Apr 30, 2010",36,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:27.90,SR
859,https://tf.tfrrs.org/athletes/1582583/Arizona_State/Alonso_Contreras,"Contreras, Alonso","Feb 26, 2010",37,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:28.46,SR-4
860,https://tf.tfrrs.org/athletes/2134719/Washington_State/Justin_Englund,"Englund, Justin","Feb 26, 2010",38,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington_State.html,Washington St.,14:29.61,SR
861,https://tf.tfrrs.org/athletes/2765206/Washington/James_Cameron,"Cameron, James","Mar 26, 2010",39,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,14:30.09,
862,https://tf.tfrrs.org/athletes/2685090/Oregon/Mitchell_Hunt,"Hunt, Mitchell","Apr 30, 2010",40,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:31.13,SR
863,https://tf.tfrrs.org/athletes/2172508/Washington/Rob__Webster_Jr.,"Webster Jr., Rob","May 8, 2010",41,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,14:32.56,SR
864,https://tf.tfrrs.org/athletes/1128435/Oregon/Diego_Mercado,"Mercado, Diego","May 15, 2010",42,https://tf.tfrrs.org/teams/tf/OR_college_m_Oregon.html,Oregon,14:33.20,SR
865,https://tf.tfrrs.org/athletes/1307638/UCLA/Jake_Matthews,"Matthews, Jake","Apr 15, 2010",43,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:33.31,SR-4
866,https://tf.tfrrs.org/athletes/1582584/Arizona_State/Dylan_Hatcher,"Hatcher, Dylan","Apr 15, 2010",44,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:33.44,JR
867,https://tf.tfrrs.org/athletes/2693093/California_CA/Collin_Jarvis,"Jarvis, Collin","Mar 26, 2010",45,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:37.37,SR
868,https://tf.tfrrs.org/athletes/2759807/UCLA/Zack_Torres,"Torres, Zack","Mar 27, 2010",46,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:38.64,
869,https://tf.tfrrs.org/athletes/2246223/Arizona_State/Matt_Boughton,"Boughton, Matt","Apr 15, 2010",47,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona_State.html,Arizona State,14:39.28,SR
870,https://tf.tfrrs.org/athletes/2176782/Stanford/Kevin_Havel,"Havel, Kevin","Apr 23, 2010",48,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,14:41.64,SO-2
871,https://tf.tfrrs.org/athletes/1833887/UCLA/Spencer_Knight,"Knight, Spencer","Apr 8, 2010",49,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:44.03,SR
872,https://tf.tfrrs.org/athletes/2759798/UCLA/Alec_Govi,"Govi, Alec","Apr 15, 2010",50,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:44.35,
873,https://tf.tfrrs.org/athletes/753282/California_CA/Yosef_Ghebray,"Ghebray, Yosef","May 15, 2010",51,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:45.56,SR-4
874,https://tf.tfrrs.org/athletes/2024882/Washington/Alec_Bromka,"Bromka, Alec","Apr 10, 2010",52,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,14:45.77,SR-4
875,https://tf.tfrrs.org/athletes/2631463/Stanford/Tyler_Valdes,"Valdes, Tyler","May 15, 2010",53,https://tf.tfrrs.org/teams/tf/CA_college_m_Stanford.html,Stanford,14:47.03,JR
876,https://tf.tfrrs.org/athletes/1930682/California_CA/Matt_Miller,"Miller, Matt","Feb 12, 2010",54,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:47.43,SR
877,https://tf.tfrrs.org/athletes/1691563/Washington/Cameron_Quackenbush,"Quackenbush, Cameron","Mar 26, 2010",55,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,14:50.34,SO-2
878,https://tf.tfrrs.org/athletes/2693090/California_CA/Cody_Schmidt,"Schmidt, Cody","Apr 23, 2010",56,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:51.18,SR
879,https://tf.tfrrs.org/athletes/1810385/USC/John_Carley,"Carley, John","Mar 4, 2010",57,https://tf.tfrrs.org/teams/tf/CA_college_m_USC.html,USC,14:51.91,SR
880,https://tf.tfrrs.org/athletes/1930681/California_CA/Matthew_Miller,"Miller, Matthew","Mar 26, 2010",58,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:52.19,SR-4
881,https://tf.tfrrs.org/athletes/2268169/UCLA/David_McDonald,"McDonald, David","Feb 26, 2010",59,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:52.39,SR
882,https://tf.tfrrs.org/athletes/2759813/UCLA/Bisrat_Zerehaimanot,"Zerehaimanot, Bisrat","Apr 15, 2010",60,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,14:53.13,FR-1
883,https://tf.tfrrs.org/athletes/2693089/California_CA/Matt_Petersen,"Petersen, Matt","Mar 26, 2010",61,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,14:58.63,SR
884,https://tf.tfrrs.org/athletes/1216880/Arizona/Brian_MacArthur,"MacArthur, Brian","Apr 8, 2010",62,https://tf.tfrrs.org/teams/tf/AZ_college_m_Arizona.html,Arizona,15:01.20,SR
885,https://tf.tfrrs.org/athletes/2134717/Washington_State/Mark_Moeller,"Moeller, Mark","Mar 6, 2010",63,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington_State.html,Washington St.,15:01.48,SR-4
886,https://tf.tfrrs.org/athletes/2172511/Washington/Greg_Drosky,"Drosky, Greg","Feb 12, 2010",64,https://tf.tfrrs.org/teams/tf/WA_college_m_Washington.html,Washington,15:03.55,FR-1
887,https://tf.tfrrs.org/athletes/2268172/UCLA/Jun_Reichl,"Reichl, Jun","Mar 4, 2010",65,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,15:07.04,JR
888,https://tf.tfrrs.org/athletes/1917661/UCLA/Dylan_Knight,"Knight, Dylan","May 1, 2010",66,https://tf.tfrrs.org/teams/tf/CA_college_m_UCLA.html,UCLA,15:09.71,SR
889,https://tf.tfrrs.org/athletes/2706803/California_CA/Andres_Diaz,"Diaz, Andres","Mar 26, 2010",67,https://tf.tfrrs.org/teams/tf/CA_college_m_California_CA.html,California,15:24.59,FR-1
